trip_distance,elevation_change,traffic_delay,battery_consumption,estimated_range
190.39735882944444,-21.27289594451159,1120.9224554000955,42.61920330623988,446.7407742499221
475.6035816729085,-5.312868124995717,998.73628869421,96.8480531022061,491.08223287771466
367.33700119664553,70.90947864043608,528.4617375085802,76.43379327688459,480.5950162200533
301.3359496775331,-31.99912278802157,1821.800010304464,62.55687116376798,481.6992027760852
82.22922701900607,73.92993696243425,1429.8724815258863,21.901019278573298,375.45844772372965
82.21728756642031,-82.3731138046617,2597.1029769720108,16.285547557082197,504.8481623245512
33.751388023258734,55.35968744172615,96.32874144617476,10.57728759417349,319.09303517331534
433.7571921585929,69.50952661094726,1931.603782665379,90.88266337753691,477.2716556035734
302.5519308128884,-63.63646943253225,2288.846635534683,59.01839811703597,512.640024917171
355.49592600904253,-13.930693525559915,2278.459707564921,74.99815170140825,474.006249413167
15.189324676422212,-66.90004506726888,2658.2219012865758,4.964689406669287,305.94712845516017
485.1053768201872,41.32082579884354,2187.1012284884823,104.14842826503646,465.782715016777
417.0591071962088,7.069553612331347,2783.430184943089,93.08261026671126,448.0526555939954
110.1078597857467,27.0646693416642,997.9697994626744,25.579773095309545,430.44893078405266
95.0033587675148,-60.70260660875777,1509.6282502546292,20.181142224243924,470.75313038221276
95.78523237744974,-57.6508275895161,42.23898984867203,14.407917204482224,664.8097085653122
155.5999102649712,-91.70053489801872,20.87276190987364,28.112576158946126,553.488621552228
264.75443365795775,-35.58649296085406,720.3798613545597,51.55954007603661,513.4926208952123
218.8127842278473,11.948932266734984,302.4215914172558,45.10768830690292,485.08977613548404
149.15842439803075,71.58698279946577,780.6341038072609,34.75460497705564,429.1760027095759
307.8671828875778,33.38548949173614,531.1298835851921,66.37091928910081,463.85854857088685
74.04946102276071,-12.920735320049715,85.56007451594472,11.715022478831546,632.0897903231885
149.61160102493298,90.62402287882756,2727.9124392181484,35.3428689581342,423.31481692150436
186.3491124303774,43.84904011516636,24.66939416667457,39.084747885991305,476.7821784956897
230.7546421874328,86.03304057251,2208.246433011256,55.80613584594481,413.49331697941017
393.6621008895417,5.51759465443314,456.4436607585496,80.22572598376212,490.69309883119024
103.83852216838808,-48.21914504137208,2736.6888659988,26.294533388434434,394.9053616371117
259.5460470147377,-89.43466272705561,2678.3878187696573,53.66899725249341,483.60517300829474
298.24521158671104,45.216970296770086,1961.703439107772,64.70560104667653,460.9264217661258
27.992954296398874,-75.73940039889317,2016.7024494018156,1.1941854298593864,2344.104491351482
305.734701691212,-39.44497434560657,16.01742590906563,58.73210200438976,520.5580785587425
89.4094412252093,6.494181576779482,2954.614698340806,26.17174472507805,341.62583413682853
37.20053852771336,12.883317555949532,2633.4978107274437,12.567173639460805,296.0135635502324
474.69834094039993,20.116639397427207,2685.318677190276,101.37277803968745,468.2700327641761
482.9878563719069,-66.74893393005988,1977.733611152616,98.05831230879704,492.5516715512316
405.1566873176483,-24.052519035670244,1034.3607859636095,79.86684833517373,507.29019081527395
155.78381574081848,23.438845423393342,2680.9459472714425,38.93706910715389,400.0912737219772
53.34769643316002,93.96377292675696,874.5507844535771,20.391073081880418,261.62280042321544
343.69534812351765,45.526227539937736,1688.1346300266086,74.04602355796683,464.1644906893024
222.87548440110265,84.52075141879158,299.1929170316472,47.14139144155881,472.7808780896963
65.40892624816553,52.44241166283541,2765.8668903982507,21.10243755952743,309.95910336734715
250.11257050507876,18.34339377848009,422.31137331364,47.3355383193493,528.3822248258673
22.022317952033102,-61.59532617273109,674.6904171912219,3.3478846441057426,657.7979916603581
455.1135990289971,33.33713037850262,1674.4024743846448,96.942930028791,469.4654874716839
133.09609089200836,24.675913191981408,2292.2790006389446,35.78884442696976,371.89267500268824
332.9485307552211,20.49383409145329,1858.0539178088968,70.94251610610142,469.3215705195235
159.29698266425842,-2.042826402351849,696.4017384004685,33.96702936582797,468.9753141159787
262.4336704830164,5.731320797855119,2.8291275824710027,51.05638218688916,514.0075721040946
275.62158827492345,-33.11149457637919,2271.4517409223176,57.298792166960204,481.02512784528324
96.50295548513589,3.862538528460632,2955.6219777332813,22.354591105592377,431.6918839145935
