trip_distance,elevation_change,traffic_delay,battery_consumption
190.39735882944444,-21.27289594451159,1120.9224554000955,42.61920330623988
475.6035816729085,-5.312868124995717,998.7362886942099,96.8480531022061
367.33700119664553,70.90947864043608,528.4617375085802,76.43379327688459
301.3359496775331,-31.999122788021566,1821.8000103044637,62.55687116376798
82.22922701900607,73.92993696243425,1429.8724815258865,21.901019278573298
82.21728756642031,-82.3731138046617,2597.1029769720108,16.285547557082197
33.751388023258734,55.35968744172615,96.32874144617476,10.57728759417349
433.7571921585929,69.50952661094726,1931.603782665379,90.88266337753691
302.5519308128884,-63.63646943253225,2288.846635534683,59.01839811703597
355.49592600904253,-13.930693525559917,2278.4597075649212,74.99815170140825
15.189324676422212,-66.90004506726888,2658.2219012865753,4.964689406669287
485.1053768201872,41.32082579884354,2187.1012284884823,104.14842826503646
417.05910719620874,7.069553612331347,2783.430184943089,93.08261026671126
110.1078597857467,27.0646693416642,997.9697994626744,25.579773095309545
95.00335876751481,-60.70260660875777,1509.6282502546292,20.181142224243924
95.78523237744974,-57.6508275895161,42.23898984867203,14.407917204482224
155.5999102649712,-91.70053489801873,20.87276190987364,28.112576158946126
264.75443365795775,-35.58649296085406,720.3798613545597,51.55954007603661
218.81278422784732,11.948932266734985,302.4215914172558,45.107688306902915
149.15842439803075,71.58698279946577,780.6341038072609,34.75460497705564
307.8671828875778,33.38548949173614,531.1298835851921,66.37091928910081
74.04946102276071,-12.920735320049715,85.56007451594472,11.715022478831546
149.61160102493298,90.62402287882756,2727.9124392181484,35.3428689581342
186.3491124303774,43.84904011516636,24.669394166674575,39.084747885991305
230.75464218743278,86.03304057251,2208.246433011256,55.80613584594481
393.6621008895417,5.51759465443314,456.4436607585496,80.22572598376212
103.83852216838807,-48.21914504137208,2736.6888659988,26.294533388434434
259.5460470147377,-89.43466272705561,2678.3878187696573,53.66899725249341
298.24521158671104,45.216970296770086,1961.703439107772,64.70560104667653
27.992954296398874,-75.73940039889317,2016.7024494018153,1.1941854298593864
305.73470169121197,-39.44497434560657,16.01742590906563,58.73210200438976
89.4094412252093,6.494181576779482,2954.614698340806,26.171744725078046
37.20053852771336,12.883317555949532,2633.4978107274433,12.567173639460805
474.69834094039993,20.116639397427207,2685.318677190276,101.37277803968743
482.9878563719069,-66.74893393005988,1977.7336111526158,98.05831230879703
405.1566873176483,-24.052519035670244,1034.3607859636095,79.86684833517373
155.78381574081848,23.438845423393346,2680.9459472714425,38.93706910715389
53.34769643316002,93.96377292675695,874.5507844535771,20.391073081880418
343.69534812351765,45.526227539937736,1688.1346300266086,74.04602355796683
222.87548440110265,84.52075141879158,299.1929170316472,47.14139144155881
65.40892624816553,52.44241166283541,2765.8668903982507,21.10243755952743
250.11257050507874,18.343393778480092,422.31137331364,47.3355383193493
22.022317952033106,-61.59532617273109,674.6904171912219,3.3478846441057426
455.1135990289971,33.33713037850262,1674.4024743846448,96.942930028791
133.09609089200836,24.675913191981408,2292.2790006389446,35.78884442696976
332.9485307552211,20.493834091453294,1858.0539178088968,70.94251610610142
159.29698266425842,-2.0428264023518494,696.4017384004685,33.96702936582797
262.43367048301633,5.731320797855119,2.8291275824710027,51.05638218688916
275.62158827492345,-33.11149457637919,2271.4517409223176,57.298792166960204
96.50295548513589,3.8625385284606324,2955.6219777332813,22.354591105592377
484.9443907434565,-60.48881886430435,2429.7393609182714,98.43433668474616
388.6907475637517,61.034879472075346,1380.6198544698461,82.94051488825667
470.0519760742736,-62.844609060258435,2711.3017841973196,96.88916786241423
447.9395384616862,-83.00674202210672,1229.54301935505,86.64946286927672
300.96048951148714,-12.750794728568522,1574.8022527304026,62.87085337328
461.32774633644283,31.661487901212382,1431.3893021870497,96.04464215550797
48.80378851570015,-12.45663501329173,1342.8716179965747,11.160670411869564
102.01151689747687,-44.64917360973828,2325.5723078817173,22.981713966697956
27.387508010716342,11.634236778088152,1580.306721808476,9.300872769298646
166.03851372781585,-30.599532917560012,950.1513660756482,35.10037690993975
197.3952583962936,86.57353802532663,774.4745029754349,45.115391518216256
139.31777072807847,84.52902792071441,113.24195090230016,31.616718745210008
415.225067030205,0.47436399441909316,1749.585485649138,86.20628768688579
181.5928967133267,-34.4232011963483,689.8842462031026,34.547859541572144
144.06258229525346,47.42648279132783,444.4017660491493,31.35282194358204
273.634561163333,-92.65741130338667,1961.489891483033,58.079338876609796
74.75749136250751,-5.046198791269745,2043.6277734646465,16.961086358475576
402.0875054732496,-32.7353211459333,2256.464676772998,82.73635172314064
41.90256862148656,84.10717702051093,1510.7306890157745,14.832356626815029
493.5090336172561,-97.5993945454635,2682.1638156116596,98.69182140291257
387.26116080184545,10.562975143669817,2809.0282601946833,82.93595882018516
103.36426235941533,48.13271621332521,2422.1128193774684,28.48219412374626
7.733447976183188,-2.996402495191745,1906.7804460245616,1.7900801597425846
408.65340708514293,-82.91939396745568,911.162860773566,81.48138038526695
354.8943852045705,94.49227800558043,2948.8347648606637,82.86632607019885
365.8585481802887,3.602086275219591,822.408501575815,72.51088778084409
386.7788216095431,22.837248863802273,607.9707659712932,75.17541375113653
41.652102608374726,-52.678043458498536,1326.4623413597483,6.395298739186714
182.44053562941494,-3.3003829786392345,170.5217121371654,36.178798478371114
62.35518446493921,-14.170101608335628,2935.4833940153726,22.794082397983352
432.2361958084188,-85.02083159960326,1765.3006692492745,86.81331285015071
313.53257277964116,-78.76792929050656,1670.8562749925259,58.49465134302505
168.79452230206135,67.4945039237549,1967.3888396991597,39.689096326196456
36.4613833915817,-52.036009558681954,1491.07094333162,7.566193214499515
158.9362492492528,-61.00834570027389,96.19055128362474,29.436580776000312
165.9657444032398,0.9822902500278445,1836.9338665211903,34.28663340557088
366.1550582773417,53.749426272502575,2148.521630869292,79.94554577487793
320.5909483208305,-87.61069628420242,1250.2471818721594,60.80287093847921
444.17030757528164,15.361583927651168,2271.886716213579,91.93839701866142
238.7463879551649,-76.15791143188532,681.0038980152618,45.82258110886715
64.19915173945935,-92.70778983487631,663.8297731985521,11.079854749430805
358.05616967538253,-89.45120956755652,484.25096306272184,69.78925793674736
381.58859906536424,66.83282164168827,1115.9842793674857,83.04010215615999
282.83221279690065,-76.40550327438768,2541.0361061672506,56.83350054171473
386.62875407750766,-90.96972711754161,2483.736186447193,79.17383635544587
249.42882020037342,-12.420022571417547,1148.4726238905114,52.179817035493414
263.75275054408706,68.79869438840495,1767.3562079407097,59.99308101002311
216.63280408748207,-47.518324702139616,2162.448949424747,44.052156237835334
17.582467738327118,-15.65747649481672,723.620323884069,3.187108116009669
58.406256361685706,-92.01549348724976,504.4232576842412,8.237096985592245
20.557446914933454,-10.18429717302483,2916.287979636933,14.314599417580318
320.0231535755713,15.52261612742673,1852.6719396288554,69.08859036092609
160.6062106327817,14.181410750428952,2944.2471655009917,37.49642999057921
256.74249212652785,-33.51466156512697,1013.2679613966873,50.034522379903706
454.245404593416,-36.8933638673729,2109.0950999223946,92.23906969984695
128.3996534286931,-78.67527621268042,667.8109096237132,27.43637558945016
208.1395469026367,-26.640335870746327,783.6005138217388,41.064580322741584
378.9978135788091,-80.10106622540707,1535.7063638088719,76.67966320132977
118.25509191835312,53.319188942410335,958.8543765242136,27.482830092896855
43.10505536525253,93.25485954963716,502.8646915217534,14.81185251613513
148.42696919231517,94.01489133334138,788.6421059679781,37.5469131650835
84.80453719073219,73.01421987507877,107.24518339759392,19.68230309907572
465.20033790957365,20.158429867923815,2113.27086443246,96.99230749587032
405.0195878843864,40.173139448776,1476.349971257585,89.28301388074192
318.5348594726596,-42.95883946391719,282.72919921357686,64.09367410955481
436.3729921429203,26.154084034524132,515.0819793854736,91.19381122646267
402.81767806506167,-8.870090112024513,307.603614337932,82.30979092233281
97.35217914858774,-3.5965320446134967,1837.7784248276294,23.88531705376426
446.816704252539,51.555312075031594,282.6310908374814,96.54192026228449
